checking_status,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,default,thin_file,income_proxy,country
A11,6,A34,A40,331.0,A61,A74,4,A92,A101,3,A122,37,A143,A152,2,A173,1,A191,A202,1,0,0,16983.0,CHINA
A11,12,A32,A40,528.0,A61,A73,4,A94,A101,3,A121,27,A143,A152,1,A172,1,A191,A201,1,0,0,18637.0,CHINA
A14,9,A34,A46,571.0,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1,0,0,32957.0,CHINA
A14,12,A34,A49,657.0,A61,A73,3,A92,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,0,0,31241.0,CHINA
A14,18,A32,A40,1501.0,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,1,0,0,82203.0,CHINA
A14,18,A34,A43,1105.0,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,1,0,0,63875.0,CHINA
A11,36,A34,A42,1249.0,A61,A73,3,A94,A101,2,A122,46,A143,A152,2,A173,1,A192,A201,1,0,0,34779.0,CHINA
A12,18,A32,A40,3353.0,A62,A73,2,A93,A101,2,A123,30,A143,A152,2,A173,1,A192,A201,1,0,0,109188.0,CHINA
A14,36,A33,A49,4327.0,A61,A72,1,A91,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,2,1,0,228233.0,CHINA
A11,12,A32,A42,562.0,A61,A73,2,A92,A101,4,A123,20,A143,A151,1,A173,1,A191,A201,2,1,1,16349.0,CHINA
A11,24,A34,A41,3411.0,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,1,0,0,152082.0,CHINA
A12,30,A34,A40,2707.0,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,2,1,0,157487.0,CHINA
A12,9,A32,A43,1199.0,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,0,1,37817.0,CHINA
A11,9,A32,A40,346.0,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,2,1,1,16169.0,CHINA
A14,12,A32,A43,1236.0,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,0,0,39411.0,CHINA
A12,48,A31,A49,3133.0,A61,A75,4,A92,A101,3,A124,59,A143,A151,1,A173,1,A191,A201,2,1,1,115279.0,CHINA
A11,6,A32,A40,715.0,A65,A71,4,A92,A101,3,A122,75,A143,A152,1,A174,1,A192,A201,1,0,1,18979.0,CHINA
A11,24,A32,A43,1720.0,A61,A73,2,A92,A101,4,A123,28,A143,A152,1,A173,1,A191,A201,1,0,0,70768.0,CHINA
A14,21,A32,A40,1570.0,A63,A74,1,A92,A101,2,A123,31,A141,A152,1,A174,1,A191,A201,1,0,0,47924.0,CHINA
A12,30,A34,A40,2436.0,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,2,1,1,81880.0,CHINA
A12,24,A32,A40,768.0,A61,A72,3,A92,A101,4,A123,25,A143,A152,1,A172,1,A192,A201,2,1,1,26617.0,CHINA
A11,8,A34,A40,1509.0,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,0,1,50998.0,CHINA
A11,21,A32,A43,1455.0,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,0,0,58963.0,CHINA
A12,8,A32,A42,706.0,A61,A73,3,A92,A101,4,A121,24,A143,A152,1,A173,1,A191,A201,2,1,0,32909.0,CHINA
A12,12,A32,A43,725.0,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,0,25745.0,CHINA
A14,18,A34,A43,659.0,A64,A73,4,A93,A101,3,A121,46,A143,A152,2,A173,1,A191,A201,1,0,0,22429.0,CHINA
A14,36,A34,A43,4777.0,A61,A73,2,A92,A101,2,A123,31,A142,A152,2,A173,1,A191,A201,1,0,0,144859.0,CHINA
A14,12,A32,A43,647.0,A61,A72,4,A92,A101,3,A123,34,A143,A152,1,A173,2,A191,A201,1,0,0,17545.0,CHINA
A14,7,A33,A43,482.0,A65,A75,3,A93,A101,4,A124,36,A143,A153,1,A173,1,A191,A201,1,0,0,12012.0,CHINA
A14,12,A34,A49,734.0,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,1,0,1,26679.0,CHINA
A11,18,A30,A49,1485.0,A61,A74,3,A93,A101,1,A122,31,A141,A152,1,A173,1,A192,A201,1,0,0,36922.0,CHINA
A12,18,A33,A49,1165.0,A65,A75,4,A93,A101,2,A122,42,A143,A152,2,A173,1,A191,A201,1,0,0,49053.0,CHINA
A13,12,A32,A42,1102.0,A61,A73,1,A92,A101,2,A123,46,A143,A152,1,A172,1,A191,A201,1,0,0,47922.0,CHINA
A12,12,A32,A40,680.0,A61,A75,1,A91,A101,1,A121,46,A143,A151,2,A173,1,A191,A201,2,1,1,35841.0,CHINA
A13,18,A32,A43,934.0,A61,A73,4,A93,A102,2,A121,37,A142,A152,1,A173,1,A191,A201,2,1,0,35013.0,CHINA
A12,24,A32,A41,6209.0,A61,A75,4,A92,A101,2,A124,44,A143,A153,1,A174,1,A192,A201,2,1,0,174755.0,CHINA
A11,30,A30,A49,4557.0,A65,A72,2,A93,A101,3,A123,25,A141,A152,3,A173,1,A191,A201,1,0,0,133616.0,CHINA
A11,12,A32,A40,729.0,A61,A74,2,A91,A101,3,A123,36,A143,A152,1,A173,1,A191,A201,2,1,1,33317.0,CHINA
A14,24,A34,A41,3225.0,A64,A73,4,A93,A101,2,A121,27,A143,A152,2,A173,1,A191,A201,1,0,0,102110.0,CHINA
A14,9,A34,A46,440.0,A63,A75,4,A93,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,1,0,0,10211.0,CHINA
A14,6,A34,A43,904.0,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,1,0,0,38070.0,CHINA
A14,12,A32,A49,517.0,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,1,0,0,12538.0,CHINA
A12,24,A32,A43,1587.0,A62,A72,2,A93,A101,1,A123,29,A143,A152,1,A173,1,A191,A201,1,0,0,43379.0,CHINA
A11,24,A32,A42,1689.0,A61,A73,2,A91,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,1,0,0,97294.0,CHINA
A11,18,A34,A40,2061.0,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2,1,1,85037.0,CHINA
A12,24,A32,A43,1007.0,A61,A72,1,A94,A101,1,A122,22,A143,A152,1,A173,1,A192,A201,2,1,0,47458.0,CHINA
A11,36,A33,A49,1143.0,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2,1,0,54708.0,CHINA
A14,18,A34,A42,1784.0,A61,A72,3,A91,A101,2,A123,35,A143,A152,2,A174,1,A192,A201,1,0,1,54071.0,CHINA
A14,24,A32,A41,4012.0,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,0,0,118714.0,CHINA
A12,72,A32,A43,2687.0,A62,A73,2,A94,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,2,1,0,139549.0,CHINA
A14,24,A34,A410,3028.0,A61,A71,4,A93,A102,2,A124,27,A141,A152,2,A174,1,A192,A201,1,0,0,141952.0,CHINA
A11,6,A32,A44,166.0,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,0,7411.0,CHINA
A14,6,A32,A40,365.0,A61,A71,1,A92,A101,4,A121,54,A143,A152,1,A171,1,A192,A201,1,0,0,11527.0,CHINA
A12,36,A34,A43,1239.0,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,0,0,33569.0,CHINA
A14,18,A34,A43,829.0,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,0,0,30282.0,CHINA
A14,48,A33,A43,3178.0,A65,A75,3,A93,A101,3,A123,32,A141,A152,2,A173,2,A191,A201,1,0,0,104262.0,CHINA
A14,12,A32,A43,982.0,A61,A74,4,A93,A101,2,A123,31,A143,A151,2,A174,2,A192,A201,1,0,0,53421.0,CHINA
A14,48,A34,A41,1522.0,A65,A75,4,A93,A101,3,A123,38,A143,A152,2,A173,2,A192,A201,1,0,0,67013.0,CHINA
A11,18,A30,A49,1371.0,A61,A74,3,A93,A101,1,A122,31,A141,A152,1,A173,1,A192,A201,1,0,0,43964.0,CHINA
A14,24,A33,A40,394.0,A65,A75,4,A94,A101,4,A123,54,A143,A152,2,A173,1,A192,A201,1,0,1,13481.0,CHINA
A14,24,A32,A42,1237.0,A63,A75,3,A93,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,1,0,0,36326.0,CHINA
A12,36,A32,A40,7136.0,A61,A75,4,A93,A101,2,A124,57,A143,A153,1,A174,1,A192,A201,2,0,0,367169.0,CHINA
A12,36,A32,A46,6068.0,A62,A73,1,A93,A101,4,A124,47,A143,A153,1,A173,2,A192,A201,2,1,1,294598.0,CHINA
A13,12,A31,A49,284.0,A61,A72,4,A92,A101,1,A121,26,A143,A152,1,A171,1,A191,A201,2,1,0,14299.0,CHINA
A11,15,A32,A49,387.0,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0,0,12616.0,CHINA
A12,6,A31,A40,460.0,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,0,0,14203.0,CHINA
A12,24,A32,A40,538.0,A61,A72,4,A93,A101,2,A121,23,A142,A152,1,A172,1,A191,A201,2,1,0,21884.0,CHINA
A11,36,A33,A49,1169.0,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2,0,0,26624.0,CHINA
A11,18,A32,A40,2085.0,A62,A73,3,A93,A101,4,A123,35,A143,A152,1,A172,2,A192,A201,1,0,1,92908.0,CHINA
A12,18,A32,A49,2157.0,A61,A75,1,A93,A102,1,A121,33,A141,A152,1,A174,1,A192,A201,1,0,0,119880.0,CHINA
A12,18,A32,A43,1763.0,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,1,0,1,46253.0,CHINA
A12,48,A30,A49,7815.0,A61,A73,2,A93,A101,2,A123,25,A143,A152,1,A173,1,A192,A201,2,1,0,436542.0,CHINA
A14,24,A32,A42,2871.0,A62,A73,4,A93,A101,1,A123,25,A142,A152,1,A173,1,A191,A201,1,0,1,91134.0,CHINA
A12,12,A32,A48,344.0,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,1,0,0,12603.0,CHINA
A11,6,A32,A42,245.0,A61,A75,2,A92,A101,1,A122,49,A141,A152,1,A173,1,A192,A201,1,0,1,7155.0,CHINA
A12,18,A32,A46,589.0,A65,A73,4,A93,A101,4,A124,61,A143,A153,1,A173,1,A191,A201,1,0,0,22808.0,CHINA
A12,18,A32,A49,1382.0,A62,A73,4,A93,A101,4,A123,34,A143,A152,1,A173,1,A191,A201,1,0,0,44101.0,CHINA
A11,12,A32,A40,561.0,A61,A73,4,A92,A101,2,A121,24,A143,A152,1,A172,1,A191,A201,2,1,0,25016.0,CHINA
A11,6,A34,A43,588.0,A65,A75,4,A93,A101,4,A121,67,A143,A152,2,A173,1,A192,A201,1,0,1,34311.0,CHINA
A14,4,A34,A40,1749.0,A61,A74,1,A92,A101,1,A121,37,A143,A152,1,A173,2,A191,A201,1,0,0,44293.0,CHINA
A11,48,A30,A42,3256.0,A61,A73,3,A93,A101,4,A124,53,A143,A153,2,A173,2,A191,A201,2,1,0,186036.0,CHINA
A14,18,A32,A40,1294.0,A65,A74,4,A93,A101,3,A122,32,A143,A152,1,A173,1,A191,A202,1,0,1,73251.0,CHINA
A14,12,A32,A43,1409.0,A61,A73,2,A93,A101,4,A123,52,A143,A152,1,A173,1,A192,A201,1,0,0,54941.0,CHINA
A14,27,A33,A41,4840.0,A64,A73,2,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1,0,0,224783.0,CHINA
A14,24,A34,A41,1160.0,A61,A74,4,A93,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,1,0,1,26949.0,CHINA
A11,21,A31,A40,706.0,A65,A73,4,A93,A101,2,A122,40,A143,A152,2,A172,2,A191,A201,2,1,0,21006.0,CHINA
A14,24,A34,A46,740.0,A61,A75,4,A93,A101,4,A124,54,A143,A153,2,A173,2,A191,A201,1,0,0,27987.0,CHINA
A14,9,A34,A46,489.0,A63,A75,4,A93,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,1,0,0,20853.0,CHINA
A14,24,A34,A42,801.0,A61,A74,4,A93,A101,3,A122,40,A143,A152,2,A173,1,A191,A201,1,0,0,42661.0,CHINA
A11,8,A34,A40,1836.0,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,0,0,50905.0,CHINA
A11,36,A34,A42,2890.0,A61,A73,3,A93,A103,2,A122,28,A143,A152,2,A173,1,A191,A201,1,0,0,129172.0,CHINA
A14,18,A32,A45,870.0,A61,A72,4,A92,A101,4,A121,23,A143,A152,1,A173,1,A191,A201,2,1,0,28129.0,CHINA
A14,15,A32,A43,680.0,A63,A75,4,A93,A101,3,A122,47,A142,A152,1,A173,1,A192,A201,1,0,0,36721.0,CHINA
A14,12,A32,A43,587.0,A61,A73,3,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1,0,0,24476.0,CHINA
A14,24,A34,A45,978.0,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,1,0,0,27267.0,CHINA
A11,18,A32,A42,885.0,A61,A73,1,A92,A101,4,A121,20,A141,A151,1,A173,1,A191,A201,2,1,0,30655.0,CHINA
A14,21,A34,A42,1234.0,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A192,A201,1,0,0,65241.0,CHINA
A11,10,A34,A42,1225.0,A65,A72,2,A92,A102,3,A121,27,A143,A151,2,A173,1,A191,A202,1,0,0,41232.0,CHINA
A11,12,A32,A43,808.0,A63,A75,3,A94,A101,1,A121,35,A143,A152,1,A173,1,A191,A201,1,0,0,23089.0,CHINA
A14,12,A34,A43,880.0,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,0,0,26017.0,CHINA
A14,27,A32,A45,2702.0,A65,A75,4,A93,A101,4,A122,48,A143,A152,4,A173,2,A192,A201,1,0,0,144946.0,CHINA
A12,36,A33,A40,4416.0,A62,A75,2,A93,A101,4,A123,42,A143,A152,4,A174,1,A192,A201,2,1,0,253390.0,CHINA
A12,12,A34,A40,411.0,A61,A74,2,A93,A101,3,A121,47,A143,A152,2,A172,2,A191,A201,1,0,1,18324.0,CHINA
A14,9,A34,A46,532.0,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1,0,0,15457.0,CHINA
A14,48,A34,A46,3235.0,A61,A73,1,A93,A101,3,A124,31,A141,A153,1,A173,1,A192,A201,1,0,0,166189.0,CHINA
A11,39,A34,A42,7475.0,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,1,0,0,266598.0,CHINA
A11,9,A32,A40,783.0,A61,A72,3,A93,A101,2,A124,27,A143,A153,1,A174,1,A192,A201,2,1,0,32786.0,CHINA
A14,12,A32,A49,548.0,A61,A73,2,A94,A101,2,A121,26,A143,A152,1,A173,1,A192,A202,1,0,0,18320.0,CHINA
A12,9,A32,A40,1526.0,A65,A73,1,A92,A101,2,A121,33,A143,A152,1,A172,1,A191,A201,1,0,0,62219.0,CHINA
A12,48,A32,A42,5559.0,A61,A72,1,A92,A101,2,A123,26,A143,A152,1,A173,1,A192,A201,2,1,1,169391.0,CHINA
A11,18,A32,A40,1113.0,A62,A74,4,A93,A101,3,A123,30,A143,A152,1,A174,2,A192,A201,1,0,0,31884.0,CHINA
A12,9,A32,A40,875.0,A65,A72,4,A93,A101,2,A121,35,A143,A152,1,A171,1,A191,A201,1,0,1,44324.0,CHINA
A11,12,A32,A42,355.0,A61,A73,2,A93,A103,3,A122,38,A143,A152,1,A172,2,A191,A201,1,0,1,18028.0,CHINA
A12,30,A34,A40,1994.0,A61,A71,4,A94,A101,2,A123,28,A143,A152,2,A174,1,A191,A201,2,1,1,47445.0,CHINA
A14,18,A34,A46,914.0,A62,A73,4,A92,A101,2,A121,30,A143,A152,2,A173,1,A191,A201,2,1,0,23776.0,CHINA
A12,12,A32,A40,443.0,A62,A72,4,A92,A101,2,A122,23,A141,A152,1,A172,1,A191,A201,2,1,0,20107.0,CHINA
A12,12,A32,A43,3595.0,A65,A71,2,A93,A101,1,A124,52,A143,A152,1,A174,1,A192,A201,2,1,0,204817.0,CHINA
A12,24,A33,A49,3721.0,A62,A74,4,A93,A101,4,A123,36,A143,A151,1,A174,1,A192,A201,1,0,1,116867.0,CHINA
A14,12,A32,A40,1484.0,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,0,1,65268.0,CHINA
A14,30,A31,A41,3817.0,A65,A71,4,A92,A101,1,A121,53,A141,A152,1,A174,1,A192,A201,2,1,1,174953.0,CHINA
A11,12,A32,A42,1281.0,A61,A71,3,A92,A101,4,A124,55,A143,A153,1,A174,1,A191,A201,1,0,0,49452.0,CHINA
A12,60,A32,A40,6725.0,A61,A74,4,A93,A101,2,A124,27,A143,A152,1,A174,1,A192,A201,2,0,0,168926.0,CHINA
A14,18,A32,A43,2407.0,A61,A72,3,A93,A101,2,A123,32,A143,A152,1,A173,1,A192,A201,1,0,0,140045.0,CHINA
A12,6,A32,A43,209.0,A65,A75,4,A93,A101,4,A122,38,A143,A152,1,A173,1,A191,A201,1,0,0,9969.0,CHINA
A14,42,A32,A43,3429.0,A65,A74,2,A94,A101,4,A122,29,A143,A151,1,A173,1,A192,A201,1,0,0,129616.0,CHINA
A12,24,A34,A49,1012.0,A61,A75,4,A91,A101,4,A121,31,A143,A152,2,A173,1,A192,A201,2,0,0,26872.0,CHINA
A13,18,A32,A42,1403.0,A61,A73,2,A93,A101,1,A121,34,A143,A152,1,A172,2,A191,A201,2,1,0,47255.0,CHINA
A14,24,A34,A43,681.0,A64,A73,4,A92,A101,1,A121,43,A143,A152,2,A172,1,A191,A201,1,0,0,18509.0,CHINA
A11,24,A32,A410,845.0,A61,A75,4,A92,A103,4,A121,58,A143,A152,1,A172,1,A192,A201,1,0,0,26992.0,CHINA
A14,36,A30,A45,1325.0,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A173,1,A191,A201,1,0,0,65665.0,CHINA
A12,24,A32,A410,6428.0,A61,A73,2,A93,A102,3,A123,29,A141,A152,2,A174,1,A192,A201,2,1,1,330567.0,CHINA
A13,6,A32,A40,361.0,A64,A72,2,A94,A101,2,A121,27,A143,A152,1,A171,1,A191,A202,1,0,0,14808.0,CHINA
A14,12,A32,A43,384.0,A61,A73,4,A93,A101,2,A121,30,A141,A152,2,A173,1,A191,A201,1,0,0,12833.0,CHINA
A14,15,A34,A43,829.0,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,1,0,0,28092.0,CHINA
A12,18,A32,A43,1552.0,A63,A72,1,A94,A101,3,A121,25,A143,A151,1,A173,1,A191,A201,1,0,0,47789.0,CHINA
A14,12,A34,A43,863.0,A61,A75,2,A93,A101,4,A121,63,A143,A152,2,A172,1,A192,A201,1,0,0,47322.0,CHINA
A11,13,A34,A49,1029.0,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1,0,0,38236.0,CHINA
A12,18,A32,A41,6761.0,A61,A71,3,A92,A101,4,A124,38,A143,A153,1,A174,1,A192,A201,2,1,0,178283.0,CHINA
A11,36,A32,A42,1748.0,A61,A71,4,A93,A101,3,A122,30,A143,A152,1,A174,1,A192,A201,1,0,0,72595.0,CHINA
A12,12,A32,A43,419.0,A63,A73,4,A93,A101,3,A121,66,A143,A152,1,A172,1,A191,A201,2,1,0,18355.0,CHINA
A11,12,A32,A48,426.0,A61,A74,4,A94,A101,4,A122,21,A143,A151,1,A173,1,A191,A201,2,1,0,9667.0,CHINA
A11,18,A31,A40,615.0,A61,A74,4,A93,A101,4,A124,32,A143,A153,2,A172,2,A191,A201,2,1,0,31973.0,CHINA
A11,12,A32,A43,349.0,A61,A75,4,A93,A101,4,A121,57,A142,A152,1,A172,1,A191,A201,2,1,0,14588.0,CHINA
A14,24,A34,A45,982.0,A61,A73,4,A91,A101,2,A121,33,A143,A152,2,A173,1,A192,A201,1,0,0,40613.0,CHINA
A14,9,A34,A46,543.0,A65,A75,4,A92,A101,4,A122,41,A143,A151,2,A172,1,A191,A201,1,0,0,29707.0,CHINA
A12,30,A33,A49,1412.0,A62,A75,4,A93,A101,2,A122,41,A142,A152,2,A173,1,A191,A201,1,0,0,60125.0,CHINA
A14,30,A34,A43,1492.0,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,0,0,54206.0,CHINA
A11,13,A34,A49,844.0,A61,A72,3,A93,A101,1,A122,28,A141,A152,2,A172,1,A191,A201,1,0,0,45009.0,CHINA
A14,48,A34,A46,2753.0,A61,A73,1,A93,A101,3,A124,31,A141,A153,1,A173,1,A192,A201,1,0,0,78535.0,CHINA
A11,6,A32,A46,206.0,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2,1,1,6776.0,CHINA
A14,9,A32,A40,2031.0,A62,A73,1,A93,A103,2,A121,26,A143,A151,1,A173,2,A191,A202,1,0,1,85473.0,CHINA
A14,18,A34,A43,561.0,A65,A73,4,A93,A101,3,A122,29,A143,A152,2,A173,1,A192,A201,1,0,0,27547.0,CHINA
A12,24,A32,A41,5093.0,A61,A73,1,A92,A101,4,A123,23,A143,A151,2,A174,1,A191,A201,2,1,1,256903.0,CHINA
A11,12,A34,A40,2678.0,A61,A75,3,A93,A102,4,A122,43,A143,A151,2,A173,1,A192,A201,2,1,0,154046.0,CHINA
A14,6,A32,A42,855.0,A61,A73,1,A94,A101,2,A122,21,A143,A151,1,A173,1,A191,A201,1,0,1,44519.0,CHINA
A14,12,A32,A40,303.0,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,0,0,17448.0,CHINA
A11,24,A34,A40,649.0,A61,A75,4,A93,A101,4,A123,60,A143,A152,2,A172,1,A191,A201,2,1,1,18600.0,CHINA
A14,12,A32,A40,1450.0,A65,A71,4,A93,A101,4,A124,38,A143,A152,1,A174,1,A192,A201,1,0,1,82905.0,CHINA
A12,12,A32,A40,660.0,A64,A75,4,A93,A101,4,A121,54,A143,A152,1,A173,1,A192,A201,1,0,1,28460.0,CHINA
A11,12,A30,A45,587.0,A61,A74,4,A93,A101,3,A121,28,A143,A152,2,A173,1,A191,A201,2,0,0,26958.0,CHINA
A14,12,A32,A46,681.0,A61,A75,4,A93,A101,4,A122,47,A141,A152,3,A173,2,A192,A201,1,0,0,18764.0,CHINA
A11,8,A34,A40,1643.0,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,0,0,49386.0,CHINA
A12,18,A32,A40,3377.0,A61,A74,3,A93,A101,3,A121,28,A143,A151,1,A172,1,A191,A201,1,0,0,78878.0,CHINA
A14,36,A34,A43,1773.0,A65,A75,4,A93,A101,2,A123,51,A143,A152,1,A173,1,A192,A201,1,0,0,89706.0,CHINA
A14,24,A32,A43,506.0,A65,A75,4,A93,A101,2,A123,25,A143,A152,2,A173,1,A191,A201,1,0,0,21605.0,CHINA
A12,36,A32,A46,2006.0,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,0,0,78167.0,CHINA
A12,24,A34,A42,2265.0,A61,A72,2,A92,A101,4,A123,25,A141,A152,1,A172,1,A191,A201,2,1,1,121696.0,CHINA
A12,36,A32,A46,1616.0,A65,A73,2,A94,A101,2,A123,27,A143,A152,1,A173,1,A191,A201,1,0,0,85085.0,CHINA
A13,12,A32,A43,1604.0,A65,A75,2,A93,A101,3,A123,37,A143,A152,1,A174,1,A191,A201,1,0,0,87394.0,CHINA
A12,18,A34,A43,829.0,A61,A75,3,A92,A103,4,A121,48,A141,A151,2,A172,1,A192,A201,1,0,1,32991.0,CHINA
A11,12,A34,A43,169.0,A61,A74,4,A92,A101,3,A121,58,A143,A152,4,A172,1,A192,A201,1,0,0,5326.0,CHINA
A12,15,A30,A40,880.0,A61,A72,2,A92,A101,1,A121,26,A143,A151,2,A171,1,A191,A201,2,1,0,28911.0,CHINA
A14,21,A33,A41,1483.0,A61,A73,3,A93,A101,2,A121,28,A142,A152,2,A172,1,A191,A201,1,0,0,73526.0,CHINA
A11,15,A34,A42,653.0,A61,A73,4,A92,A101,3,A122,25,A143,A151,2,A173,1,A191,A201,1,0,0,29545.0,CHINA
A11,12,A32,A42,892.0,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1,0,0,34831.0,CHINA
A13,12,A33,A40,989.0,A61,A73,2,A92,A101,2,A123,36,A142,A152,2,A173,1,A192,A201,1,0,0,42568.0,CHINA
A14,12,A32,A42,706.0,A61,A73,4,A93,A101,2,A121,50,A143,A152,1,A173,1,A191,A201,1,0,0,32039.0,CHINA
A12,6,A31,A40,490.0,A62,A72,1,A92,A101,1,A122,32,A142,A152,1,A172,1,A191,A201,2,1,1,12978.0,CHINA
A14,15,A34,A43,810.0,A61,A73,4,A93,A101,4,A124,35,A143,A153,2,A173,1,A192,A201,1,0,0,32025.0,CHINA
A14,36,A34,A41,5872.0,A65,A73,4,A93,A101,2,A123,30,A143,A152,1,A174,1,A192,A201,1,0,0,206704.0,CHINA
A11,6,A32,A44,178.0,A61,A72,4,A92,A101,1,A121,27,A143,A152,1,A173,1,A191,A201,1,0,0,8520.0,CHINA
A11,24,A31,A49,1723.0,A61,A73,4,A93,A101,2,A122,31,A143,A151,1,A173,1,A192,A201,2,1,0,58674.0,CHINA
A12,24,A32,A43,1546.0,A62,A72,3,A94,A101,2,A123,22,A143,A151,1,A173,1,A192,A201,2,0,0,60220.0,CHINA
A14,18,A32,A42,1110.0,A61,A73,4,A93,A101,4,A124,47,A141,A153,2,A173,1,A191,A201,1,0,1,53692.0,CHINA
A14,15,A34,A40,2795.0,A65,A75,1,A92,A101,4,A123,59,A143,A152,1,A173,1,A192,A201,1,0,0,92956.0,CHINA
A14,12,A34,A42,3153.0,A65,A75,2,A93,A101,4,A122,49,A143,A151,1,A173,1,A192,A201,1,0,0,89109.0,CHINA
A11,8,A34,A40,397.0,A61,A75,4,A93,A101,4,A121,47,A143,A152,2,A172,1,A191,A201,1,0,0,16733.0,CHINA
A12,12,A32,A45,293.0,A61,A73,4,A93,A101,2,A123,30,A143,A152,1,A173,1,A191,A201,2,1,1,15700.0,CHINA
A11,18,A32,A40,698.0,A61,A72,4,A92,A101,3,A123,23,A143,A151,1,A173,1,A192,A201,2,1,0,20170.0,CHINA
A11,12,A32,A46,357.0,A61,A72,4,A92,A101,4,A122,53,A143,A152,1,A173,1,A191,A201,2,0,0,14379.0,CHINA
A14,12,A34,A46,2011.0,A65,A72,2,A93,A101,1,A122,37,A143,A152,2,A172,2,A191,A201,1,0,1,65197.0,CHINA
A11,24,A32,A42,1308.0,A65,A73,2,A94,A101,4,A123,20,A143,A152,1,A173,1,A191,A201,2,1,0,74766.0,CHINA
A12,18,A34,A49,918.0,A65,A73,4,A94,A101,4,A121,28,A141,A152,2,A173,1,A191,A201,1,0,0,27189.0,CHINA
A11,24,A32,A40,2500.0,A61,A74,2,A93,A102,3,A122,31,A143,A152,1,A173,1,A192,A201,2,0,0,95616.0,CHINA
